Ticket_Number,O_Violation_Location_Borough,O_Violation_Location_Block_No.,O_Violation_Location_Lot_No,O_Violation_Location_House_No.,O_Violation_Location_Street_Name,O_Violation_Location_City,O_Violation_Location_Zip_Code,O_Violation_Location_State_Name,Category (Gemini),Revised_Address (Gemini)
202810594,MANHATTAN,.,.,350,5 AVENUE,NEW YORK,10118,NEW YORK,Full Address,350 5 AVENUE
202821942,QUEENS,.,.,.,LINDEN BLVD 167 ST,QUEENS,.,NEW YORK,Intersection,LINDEN BLVD AND 167 ST
202830430,QUEENS,.,.,.,ELIOT AVE AND 80 ST,QUEENS,.,NEW YORK,Intersection,ELIOT AVE AND 80 ST
202860552,QUEENS,.,.,.,72 AVE AND 110 STREET,QUEENS,.,NEW YORK,Intersection,72 AVE AND 110 STREET
202861670,QUEENS,.,.,.,63 AVE SAUNDERS STREET,QUEENS,.,NEW YORK,Intersection,63 AVE AND SAUNDERS STREET
202870059,NOT NYC,.,.,122-02,25 RD,.,.,NEW YORK,Full Address,122-02 25 RD
202930512,QUEENS,.,.,.,EB 57 AVENUE I O 99 STREET,QUEENS,.,NEW YORK,Intersection,57 AVENUE AND 99 STREET
202972698,MANHATTAN,1774,51,2085,LEXINGTON AVENUE,NEW YORK,10035,NEW YORK,Full Address,2085 LEXINGTON AVENUE
202984275,MANHATTAN,1754,65,8,EAST 130 STREET,NEW YORK,10037,NEW YORK,Full Address,8 EAST 130 STREET
202985540,MANHATTAN,.,.,.,EAST 123 ST PARK AVE,NEW YORK,.,NEW YORK,Intersection,EAST 123 ST AND ST PARK AVE
203183292,MANHATTAN,1628,33,1802,3 AVENUE,NEW YORK,10029,NEW YORK,Full Address,1802 3 AVENUE
203305567,BROOKLYN,.,.,.,E B BEVERLY ROAD AT I O E 18,BROOKLYN,.,NEW YORK,Intersection,BEVERLY ROAD AND I O E 18
203305576,BROOKLYN,.,.,.,I O BEVERLY RD OCEAN AVE,BROOKLYN,.,NEW YORK,Intersection,BEVERLY RD AND OCEAN AVE
203322790,QUEENS,.,.,.,BRIGHTON BEACH AVE I O BRIGH,QUEENS,.,NEW YORK,Intersection,BRIGHTON BEACH AVE AND BRIGH
203341014,BROOKLYN,.,.,.,I O 6TH AVE AND 50TH STREET,BROOKLYN,.,NEW YORK,Intersection,6TH AVE AND 50TH STREET
203346321,BROOKLYN,.,.,.,41 ST 7 AVE,BROOKLYN,.,NEW YORK,Intersection,41 ST AND 7 AVE
204594143,NOT NYC,.,.,.,S W C O W 42 8TH AVE,.,.,NEW YORK,Intersection,W 42 ST AND 8TH AVE
204595849,MANHATTAN,.,.,.,W 44 STREET I O BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 44 STREET AND BROADWAY
204596691,BROOKLYN,.,.,3,TIMES SQUARE,BROOKLYN,.,NEW YORK,Full Address,3 TIMES SQUARE
204596866,MANHATTAN,1019,7501,1578,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1578 BROADWAY
204596875,MANHATTAN,998,7501,1540,BROADWAY,NEW YORK,10036,.,Full Address,1540 BROADWAY
204596884,MANHATTAN,1016,36,1515,BROADWAY,NEW YORK,10036,.,Full Address,1515 BROADWAY
204596902,MANHATTAN,1015,29,1501,BROADWAY,NEW YORK,10036,.,Full Address,1501 BROADWAY
204603062,MANHATTAN,.,.,.,W 37 ST 7TH AVE,NEW YORK,.,NEW YORK,Intersection,W 37 ST AND ST 7TH AVE
204694418,MANHATTAN,1496,71,1035,5 AVENUE,NEW YORK,10028,NEW YORK,Full Address,1035 5 AVENUE
204697011,MANHATTAN,1470,29,446,EAST 76 STREET,NEW YORK,10021,NEW YORK,Full Address,446 EAST 76 STREET
204741433,BRONX,3037,67,460,EAST 182 STREET,BRONX,10457,NEW YORK,Full Address,460 EAST 182 STREET
204743835,BRONX,3149,111,2085,VALENTINE AVENUE,BRONX,10457,NEW YORK,Full Address,2085 VALENTINE AVENUE
204747667,BRONX,.,.,.,W B E 184 STREET GRAND CONCO,BRONX,.,NEW YORK,Intersection,E 184 ST AND STREET GRAND CONCO
204748428,BRONX,2878,1,1601,UNIVERSITY AVENUE,BRONX,10453,NEW YORK,Full Address,1601 UNIVERSITY AVENUE
204781830,MANHATTAN,.,.,.,E 114 1ST AVE,NEW YORK,.,NEW YORK,Intersection,E 114 ST AND 1ST AVE
206028269,BROOKLYN,.,.,.,FLATLANDS AVENUE AVENUE K,BROOKLYN,.,NEW YORK,Insufficient Information,FLATLANDS AVENUE AVENUE K
206041092,MANHATTAN,1019,7502,1585,BROADWAY,NEW YORK,10036,.,Full Address,1585 BROADWAY
206041101,MANHATTAN,.,.,1585,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1585 BROADWAY
206044365,MANHATTAN,.,.,.,WEST 46 ST 7TH AVE,NEW YORK,.,NEW YORK,Intersection,WEST 46 ST AND ST 7TH AVE
206047170,NOT NYC,.,.,.,WEST 45TH AVE 7TH AVE,.,.,.,Intersection,WEST 45TH AVE AND 7TH AVE
206047198,MANHATTAN,998,7501,1540,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1540 BROADWAY
206047317,MANHATTAN,.,.,675,8 AVENUE,NEW YORK,10036,NEW YORK,Full Address,675 8 AVENUE
206049315,MANHATTAN,835,41,350,5 AVENUE,NEW YORK,10118,NEW YORK,Full Address,350 5 AVENUE
206049351,MANHATTAN,835,41,350,5 AVENUE,NEW YORK,10118,NEW YORK,Full Address,350 5 AVENUE
206063514,BROOKLYN,.,.,.,I O AVE Z E 11 ST,BROOKLYN,.,NEW YORK,Insufficient Information,AVE Z E 11 ST
206063523,BROOKLYN,6798,103,1502,KINGS HIGHWAY,BROOKLYN,11229,NEW YORK,Full Address,1502 KINGS HIGHWAY
206067740,BROOKLYN,.,.,3340,AVENUE T,BROOKLYN,11234,NEW YORK,Full Address,3340 AVENUE T
206115260,MANHATTAN,.,.,.,OF E 18 ST AND 1 AVE NORTHWE,NEW YORK,.,NEW YORK,Intersection,OF E 18 ST AND 1 AVE NORTHWE
206116828,MANHATTAN,802,35,775,AVENUE OF THE AMERICAS,NEW YORK,10001,NEW YORK,Full Address,775 AVENUE OF THE AMERICAS
206160644,QUEENS,.,.,489,GREENE AVE,QUEENS,.,NEW YORK,Full Address,489 GREENE AVE
206165493,QUEENS,.,.,.,MARINA ROAD LOT,QUEENS,.,NEW YORK,Intersection,MARINA ROAD AND LOT
206165677,QUEENS,.,.,.,S W NORTHERN BLVD 84 ST,QUEENS,.,NEW YORK,Intersection,S W NORTHERN BLVD AND 84 ST
206212793,QUEENS,.,.,.,243 ST 145 AVE,QUEENS,.,NEW YORK,Intersection,243 ST AND 145 AVE
206212830,QUEENS,.,.,.,C O 145 AVE 243 ST,QUEENS,.,NEW YORK,Intersection,145 AVE AND 243 ST
206234409,MANHATTAN,.,.,.,E 28 ST MT CARMEL PL,NEW YORK,.,NEW YORK,Intersection,E 28 ST AND ST MT CARMEL PL
207638540,QUEENS,.,.,.,N W C O 115 AVENUE AT 173 ST,QUEENS,.,NEW YORK,Intersection,115 AVENUE AND 173 ST
207672053,QUEENS,.,.,.,C O PERIMETER ROAD,QUEENS,.,NEW YORK,Intersection,PERIMETER AND ROAD
207692899,MANHATTAN,2153,62,1416,ST NICHOLAS AVENUE,NEW YORK,10033,NEW YORK,Full Address,1416 ST NICHOLAS AVENUE
207692953,MANHATTAN,.,.,1410,ST NICHOLAS AVENUE,NEW YORK,10033,NEW YORK,Full Address,1410 ST NICHOLAS AVENUE
207692962,MANHATTAN,2162,63,600,WEST 181 STREET,NEW YORK,10033,NEW YORK,Full Address,600 WEST 181 STREET
207693119,MANHATTAN,.,.,4455,BROADWAY,NEW YORK,10040,NEW YORK,Full Address,4455 BROADWAY
207704063,BROOKLYN,.,.,.,BROADWAY AND HAVEMEYER STREE,BROOKLYN,.,NEW YORK,Intersection,BROADWAY AND HAVEMEYER STREE
207816061,MANHATTAN,.,.,.,W 83 ST CENTRAL PARK W,NEW YORK,.,NEW YORK,Intersection,W 83 ST AND ST CENTRAL PARK W
207820279,QUEENS,3740,75,.,HIGHLAND PARK,RIDGEWOOD,11385,NEW YORK,Intersection,HIGHLAND AND PARK
207849300,MANHATTAN,1293,1,1,EAST 57 STREET,NEW YORK,10022,NEW YORK,Full Address,1 EAST 57 STREET
207849319,MANHATTAN,.,.,.,EAST 57 ST AND 5 AVE,NEW YORK,.,NEW YORK,Intersection,EAST 57 ST AND 5 AVE
207849328,MANHATTAN,.,.,.,.,NEW YORK,.,NEW YORK,Insufficient Information,Not enough information to decipher
207849492,MANHATTAN,1288,69,665,5 AVENUE,NEW YORK,10022,NEW YORK,Full Address,665 5 AVENUE
207849501,MANHATTAN,1309,56,652,LEXINGTON AVENUE,NEW YORK,10022,NEW YORK,Full Address,652 LEXINGTON AVENUE
208119185,BROOKLYN,.,.,.,I O PARK AVE THROOP AVE,BROOKLYN,.,NEW YORK,Intersection,PARK AVE AND THROOP AVE
209581332,MANHATTAN,1774,9,115,EAST 125 STREET,NEW YORK,10035,NEW YORK,Full Address,115 EAST 125 STREET
209584834,MANHATTAN,1775,33,2322,3 AVENUE,NEW YORK,10035,NEW YORK,Full Address,2322 3 AVENUE
209586264,MANHATTAN,.,.,126,LEXINGTON AVENUE,NEW YORK,10016,NEW YORK,Full Address,126 LEXINGTON AVENUE
209590031,NOT NYC,.,.,.,W 45 STREET I O BROADWAY,.,.,.,Intersection,W 45 STREET AND BROADWAY
209590040,MANHATTAN,.,.,.,S W C O W 39 STREET I O 8 AV,NEW YORK,.,NEW YORK,Intersection,W 39 STREET AND 8 AV
209590417,MANHATTAN,1016,36,1515,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1515 BROADWAY
209591443,MANHATTAN,1015,29,1501,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1501 BROADWAY
209591461,MANHATTAN,1015,29,1501,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1501 BROADWAY
209591690,MANHATTAN,760,39,525,8 AVENUE,NEW YORK,10018,NEW YORK,Full Address,525 8 AVENUE
209591847,MANHATTAN,.,.,1501,BROADWAY,NEW YORK,10036,.,Full Address,1501 BROADWAY
209591856,MANHATTAN,.,.,3,TIMES SQUARE,NEW YORK,10036,.,Full Address,3 TIMES SQUARE
209591874,NOT NYC,.,.,3,TIMES SQUARE,.,.,.,Full Address,3 TIMES SQUARE
209591883,MANHATTAN,.,.,1516,BROADWAY,NEW YORK,10036,.,Full Address,1516 BROADWAY
209591892,MANHATTAN,.,.,1515,BROADWAY,NEW YORK,10036,.,Full Address,1515 BROADWAY
209591901,MANHATTAN,996,1,1500,BROADWAY,NEW YORK,10036,.,Full Address,1500 BROADWAY
209591910,MANHATTAN,.,.,1500,BROADWAY,NEW YORK,10036,.,Full Address,1500 BROADWAY
209591920,MANHATTAN,995,1,.,TIMES SQUARE,NEW YORK,10036,.,Intersection,W 45 ST AND BROADWAY
209591939,MANHATTAN,996,1,1500,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1500 BROADWAY
209592617,NOT NYC,.,.,.,N W C O W 46TH STREET,NEW YORK,.,NEW YORK,Insufficient Information,W 46TH STREET
209593937,MANHATTAN,.,.,1515,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1515 BROADWAY
209598694,MANHATTAN,997,1,1528,BROADWAY,NEW YORK,10036,.,Full Address,1528 BROADWAY
209598703,MANHATTAN,.,.,3,TIMES SQUARE,NEW YORK,10036,.,Full Address,3 TIMES SQUARE
209598712,MANHATTAN,997,1,1514,BROADWAY,NEW YORK,10036,.,Full Address,1514 BROADWAY
209598721,MANHATTAN,1015,29,1501,BROADWAY,NEW YORK,10036,.,Full Address,1501 BROADWAY
209598730,MANHATTAN,1020,46,1607,BROADWAY,NEW YORK,10019,NEW YORK,Full Address,1607 BROADWAY
209598740,MANHATTAN,997,1,1528,BROADWAY,NEW YORK,10036,.,Full Address,1528 BROADWAY
209598759,MANHATTAN,1016,36,1515,BROADWAY,NEW YORK,10036,.,Full Address,1515 BROADWAY
209598768,MANHATTAN,1013,29,5,TIMES SQUARE,NEW YORK,10036,NEW YORK,Full Address,5 TIMES SQUARE
209599840,MANHATTAN,.,.,360,W 43,NEW YORK,.,NEW YORK,Full Address,360 W 43
209601426,QUEENS,.,.,.,80 RD KEW GARDENS RD,QUEENS,.,NEW YORK,Intersection,80 RD AND KEW GARDENS RD
209635618,BROOKLYN,3329,31,397,LINDEN STREET,BROOKLYN,11237,NEW YORK,Full Address,397 LINDEN STREET
211630019,BROOKLYN,.,.,.,INTERSECTION OF 15 AVE 39 ST,BROOKLYN,.,NEW YORK,Intersection,INTERSECTION OF 15 AVE AND 39 ST
211631806,BROOKLYN,.,.,.,CHURCH AVE OCEAN PKWAY,BROOKLYN,.,NEW YORK,Intersection,CHURCH AVE AND OCEAN PKWAY
211631815,BROOKLYN,.,.,.,I O CATON AVE E 2 ST,BROOKLYN,.,NEW YORK,Intersection,CATON AVE AND E 2 ST
211636417,BROOKLYN,.,.,.,I O 42 ST NEW UTRECHT AVE,BROOKLYN,.,NEW YORK,Intersection,42 ST AND NEW UTRECHT AVE
211642210,BROOKLYN,646,48,722,5 AVENUE,BROOKLYN,11215,NEW YORK,Full Address,722 5 AVENUE
211672414,BROOKLYN,.,.,.,.,BROOKLYN,.,NEW YORK,Insufficient Information,Not enough information to decipher
211713150,BROOKLYN,.,.,.,RALPH AVE E NEW YORK AVE,BROOKLYN,.,NEW YORK,Intersection,RALPH AVE AND E NEW YORK AVE
211721456,BROOKLYN,.,.,.,13 STREET 5 AVENUE,BROOKLYN,.,NEW YORK,Intersection,13 STREET AND 5 AVENUE
211727991,BROOKLYN,931,36,445,BERGEN STREET,BROOKLYN,11217,NEW YORK,Full Address,445 BERGEN STREET
211728184,BROOKLYN,.,.,.,I O 5 AVE STERLING PLACE,BROOKLYN,.,NEW YORK,Intersection,5 AVE AND STERLING PLACE
211728193,BROOKLYN,928,36,166,FLATBUSH AVENUE,BROOKLYN,11217,NEW YORK,Full Address,166 FLATBUSH AVENUE
211740706,NOT NYC,.,.,170,W 46 ST,.,.,.,Full Address,170 W 46 ST
211740715,MANHATTAN,.,.,.,W 45 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 45 ST AND ST BROADWAY
211741467,NOT NYC,.,.,.,W 33 ST 6 AVE N W,.,.,.,Intersection,W 33 ST AND ST 6 AVE N W
211741476,NOT NYC,.,.,105,W 33 ST,.,.,.,Full Address,105 W 33 ST
211741485,NOT NYC,.,.,.,AT W 48 6 AVE N W,.,.,.,Intersection,AT W 48 6 AVE AND N W
211741494,NOT NYC,.,.,.,W 45 6 AVE N E,.,.,.,Intersection,W 45 ST AND 6 AVE N E
211741503,MANHATTAN,.,.,.,6 AVE W 34 SE N W,NEW YORK,.,NEW YORK,Intersection,6 AVE AND W 34 SE N W
211741512,MANHATTAN,.,.,.,W 46 ST BROADWAY N W,NEW YORK,.,NEW YORK,Intersection,W 46 ST AND ST BROADWAY N W
211741521,MANHATTAN,.,.,.,7TH AVE W 47TH ST,NEW YORK,.,NEW YORK,Intersection,7TH AVE AND W 47TH ST
211741530,MANHATTAN,.,.,.,7 AVE W 47 STREET N E,NEW YORK,.,NEW YORK,Intersection,7 AVE AND W 47 STREET N E
211742823,MANHATTAN,.,.,.,7TH AVE W 31,NEW YORK,.,NEW YORK,Intersection,7TH AVE AND W 31
211743080,MANHATTAN,.,.,.,W 46 STREET BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 46 ST AND STREET BROADWAY
211743099,NOT NYC,.,.,.,6TH AVE W 45TH ST,.,.,.,Intersection,6TH AVE AND W 45TH ST
211743108,NOT NYC,.,.,.,6TH AVE W 48TH ST,.,.,.,Intersection,6TH AVE AND W 48TH ST
211743117,NOT NYC,.,.,.,W 40TH ST 6TH AVE,.,.,.,Intersection,W 40TH ST AND 6TH AVE
211743126,NOT NYC,.,.,.,W 40TH ST 6TH AVE,.,.,.,Intersection,W 40TH ST AND 6TH AVE
211743135,MANHATTAN,.,.,.,7TH AVE 33RD ST,NEW YORK,.,NEW YORK,Intersection,7TH AVE AND 33RD ST
211743254,MANHATTAN,.,.,.,W 33 ST 6TH AVE,NEW YORK,.,NEW YORK,Intersection,W 33 ST AND ST 6TH AVE
211743290,NOT NYC,.,.,40,E 14 ST,.,.,.,Full Address,40 E 14 ST
211743300,MANHATTAN,.,.,.,W 48TH ST 7TH AVE,NEW YORK,.,NEW YORK,Intersection,W 48TH ST AND 7TH AVE
211743319,NOT NYC,.,.,.,49 7TH AVE,.,.,.,Insufficient Information,49 7TH AVE
211743328,NOT NYC,.,.,.,W 33RD ST 7TH AVE,.,.,.,Intersection,W 33RD ST AND 7TH AVE
211743337,NOT NYC,.,.,.,W 33RD ST 7TH AVE,.,.,.,Intersection,W 33RD ST AND 7TH AVE
211744024,MANHATTAN,809,80,435,7 AVENUE,NEW YORK,10001,NEW YORK,Full Address,435 7 AVENUE
211744042,MANHATTAN,809,45,1293,BROADWAY,NEW YORK,10001,NEW YORK,Full Address,1293 BROADWAY
211744610,NOT NYC,.,.,.,7TH AVE 31 ST,.,.,.,Intersection,7TH AVE AND 31 ST
211744620,MANHATTAN,.,.,.,NW C O 7TH AVE 31 ST,NEW YORK,.,NEW YORK,Intersection,NW AND 7TH AVE 31 ST
211744648,NOT NYC,.,.,.,W 48TH ST BROADWAY,.,.,.,Intersection,W 48TH ST AND BROADWAY
211744830,MANHATTAN,.,.,.,40 ST 8TH AVE,NEW YORK,.,NEW YORK,Intersection,40 ST AND 8TH AVE
211745490,MANHATTAN,.,.,.,W 44 ST 6 AVE,NEW YORK,.,NEW YORK,Intersection,W 44 ST AND ST 6 AVE
211745683,MANHATTAN,.,.,.,W 42 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 42 ST AND ST BROADWAY
211745692,MANHATTAN,.,.,.,W 42 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 42 ST AND ST BROADWAY
211745701,NOT NYC,.,.,.,W 44 ST BROADWAY N E C O,.,.,.,Intersection,W 44 ST AND ST BROADWAY N E C O
211745720,NOT NYC,.,.,.,W 44 ST BROADWAY N E CO,.,.,.,Intersection,W 44 ST AND ST BROADWAY N E CO
211745894,MANHATTAN,.,.,.,W 42 ST AND 6 AVE,NEW YORK,.,NEW YORK,Intersection,W 42 ST AND 6 AVE
211745903,MANHATTAN,.,.,.,W 43 ST AND 7 AVE S W,NEW YORK,.,NEW YORK,Intersection,W 43 ST AND 7 AVE S W
211745912,NOT NYC,.,.,.,8 AVE AND W 42 ST S E,.,.,.,Intersection,8 AVE AND W 42 ST S E
211745921,NOT NYC,.,.,.,SW W 45 ST 7 AVE,.,.,.,Intersection,SW W 45 ST AND 7 AVE
211746096,MANHATTAN,.,.,.,W 46 ST 7 AVENUE,NEW YORK,.,NEW YORK,Intersection,W 46 ST AND ST 7 AVENUE
211746114,NOT NYC,.,.,.,N W 7TH AVE W 43 STREET,.,.,.,Intersection,N W 7TH AVE AND W 43 STREET
211746352,NOT NYC,.,.,.,44 ST 8TH AVE,.,.,.,Intersection,44 ST AND 8TH AVE
211746361,NOT NYC,.,.,.,44 ST AND 8 AVE,.,.,.,Intersection,44 ST AND 8 AVE
211746380,NOT NYC,.,.,3,TIME SQUARE,.,.,.,Full Address,3 TIME SQUARE
211746399,NOT NYC,.,.,3,TIME SQUARE,.,.,.,Full Address,3 TIME SQUARE
211746417,MANHATTAN,809,80,435,7 AVENUE,NEW YORK,10001,.,Full Address,435 7 AVENUE
211747030,MANHATTAN,.,.,.,W 44 ST 8 AVE,NEW YORK,.,NEW YORK,Intersection,W 44 ST AND ST 8 AVE
211747663,MANHATTAN,809,73,152,WEST   34 STREET,NEW YORK,10001,NEW YORK,Full Address,152 WEST   34 STREET
211747939,MANHATTAN,.,.,.,WEST 40TH ST 6TH AVE,NEW YORK,.,NEW YORK,Intersection,WEST 40TH ST AND 6TH AVE
211747957,MANHATTAN,.,.,.,WEST 40TH ST AND 6TH AVE,NEW YORK,.,NEW YORK,Intersection,WEST 40TH ST AND 6TH AVE
211748213,MANHATTAN,.,.,.,46TH ST 7TH AVE,NEW YORK,.,NEW YORK,Intersection,46TH ST AND 7TH AVE
211749158,NOT NYC,.,.,.,I O 5TH AVE 34TH ST,.,.,.,Intersection,5TH AVE AND 34TH ST
211749185,NOT NYC,.,.,.,W 48 ST BROADWAY,.,.,.,Intersection,W 48 ST AND ST BROADWAY
211749194,NOT NYC,.,.,.,W 33 ST 5 AVE,.,.,.,Intersection,W 33 ST AND ST 5 AVE
211749203,NOT NYC,.,.,.,W 45 8 AVE,.,.,.,Intersection,W 45 ST AND 8 AVE
211752366,MANHATTAN,.,.,.,WOOSTER STREET AND BROOME ST,NEW YORK,.,NEW YORK,Intersection,WOOSTER STREET AND BROOME ST
211757224,MANHATTAN,.,.,.,WEST ST MURRAY ST,NEW YORK,.,NEW YORK,Intersection,WEST ST AND MURRAY ST
211803873,NOT NYC,.,.,.,C O ROEBLING ST GRAND ST,.,.,NEW YORK,Intersection,ROEBLING ST AND GRAND ST
211810940,BROOKLYN,1842,60,1223,FULTON STREET,BROOKLYN,11216,NEW YORK,Full Address,1223 FULTON STREET
211815753,BROOKLYN,.,.,.,.,BROOKLYN,.,NEW YORK,Insufficient Information,Not enough information to decipher
211815854,BROOKLYN,.,.,.,BEDFORD PUTNAM AVE,BROOKLYN,.,NEW YORK,Insufficient Information,BEDFORD PUTNAM AVE
211818348,MANHATTAN,.,.,.,E 141 ST   UNIVERSITY PL,NEW YORK,.,NEW YORK,Intersection,E 141 ST AND ST   UNIVERSITY PL
211818851,BROOKLYN,1767,33,566,WILLOUGHBY AVENUE,BROOKLYN,11206,NEW YORK,Full Address,566 WILLOUGHBY AVENUE
211890086,MANHATTAN,.,.,.,S W CORNER OF MOTT CANAL,NEW YORK,.,NEW YORK,Insufficient Information,S W CORNER OF MOTT CANAL
211890095,MANHATTAN,.,.,.,S W CORNER OF MOTT CANAL,NEW YORK,.,NEW YORK,Insufficient Information,S W CORNER OF MOTT CANAL
211890627,MANHATTAN,.,.,.,LAFAYETTE AND CANAL,NEW YORK,.,NEW YORK,Intersection,LAFAYETTE AND CANAL
211893588,MANHATTAN,.,.,.,I O ELIZABETH STR KENMARE,NEW YORK,.,NEW YORK,Insufficient Information,ELIZABETH STR KENMARE
211913424,MANHATTAN,.,.,338,W,NEW YORK,.,NEW YORK,Full Address,338 W
211979406,MANHATTAN,.,.,.,I O W 116 ST MORNINGSIDE AVE,NEW YORK,.,NEW YORK,Intersection,W 116 ST AND ST MORNINGSIDE AVE
211990790,MANHATTAN,.,.,.,I O DYCKMAN SHERMAN S W CORN,NEW YORK,.,NEW YORK,Insufficient Information,DYCKMAN SHERMAN S W CORN
212070201,MANHATTAN,.,.,.,EAST 20TH ST 2ND AVENUE,NEW YORK,.,NEW YORK,Intersection,EAST 20TH ST AND 2ND AVENUE
212091963,BRONX,.,.,.,E FORDHAM RD SOUTHERN BLVD,BRONX,.,NEW YORK,Intersection,E FORDHAM RD AND SOUTHERN BLVD
212094219,BRONX,.,.,.,C O E FORDHAM WASHINGTON AVE,BRONX,.,NEW YORK,Insufficient Information,E FORDHAM WASHINGTON AVE
212209810,MANHATTAN,.,.,.,EAST 56 STREET 1 AVENUE N E,NEW YORK,.,NEW YORK,Intersection,EAST 56 ST AND STREET 1 AVENUE N E
214570016,BROOKLYN,.,.,.,WASHINGTON AVE PARK AVE,BROOKLYN,.,NEW YORK,Intersection,WASHINGTON AVE AND PARK AVE
214585535,BROOKLYN,.,.,29,SOUTH STREET,BROOKLYN,.,NEW YORK,Full Address,29 SOUTH STREET
214585562,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
214585580,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
214585636,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
214585663,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
214585690,BROOKLYN,.,.,15,.,BROOKLYN,11249,NEW YORK,Full Address,15 .
214585728,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
214585791,BROOKLYN,.,.,15,.,BROOKLYN,11249,NEW YORK,Full Address,15 .
214586379,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
214586460,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
214586489,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
214588258,BROOKLYN,.,.,.,N W CORNER OF GRAND STREET I,BROOKLYN,.,NEW YORK,Intersection,N W CORNER OF GRAND STREET AND I
214589037,BROOKLYN,.,.,15,.,BROOKLYN,11249,NEW YORK,Full Address,15 .
211746902,MANHATTAN,.,.,.,29 STREET PARK AVENUE,NEW YORK,.,NEW YORK,Intersection,29 STREET AND PARK AVENUE
211747003,MANHATTAN,.,.,.,29 STREET PARK AVENUE,NEW YORK,.,NEW YORK,Intersection,29 STREET AND PARK AVENUE
211757233,MANHATTAN,.,.,.,W 44TH 8TH AVE,NEW YORK,.,NEW YORK,Insufficient Information,W 44TH 8TH AVE
211818320,MANHATTAN,.,.,.,W 42 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 42 ST AND ST BROADWAY
211818357,MANHATTAN,.,.,.,W 42 ST AND BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 42 ST AND BROADWAY
211818366,MANHATTAN,.,.,.,W 42 ST B WAY,NEW YORK,.,NEW YORK,Intersection,W 42 ST AND ST B WAY
211898015,QUEENS,.,.,.,W 34 8TH AVE,QUEENS,.,NEW YORK,Intersection,W 34 ST AND 8TH AVE
211913754,MANHATTAN,.,.,.,E 36TH ST 5TH AVE,NEW YORK,.,NEW YORK,Intersection,E 36TH ST AND 5TH AVE
211918549,MANHATTAN,762,38,585,8 AVENUE,NEW YORK,10018,NEW YORK,Full Address,585 8 AVENUE
211919703,MANHATTAN,838,15,45,WEST 36 STREET,NEW YORK,10018,NEW YORK,Full Address,45 WEST 36 STREET
198101512,MANHATTAN,1036,29,721,8 AVENUE,NEW YORK,10036,NEW YORK,Full Address,721 8 AVENUE
198420815,MANHATTAN,1982,29,1350,AMSTERDAM AVENUE,NEW YORK,10027,NEW YORK,Full Address,1350 AMSTERDAM AVENUE
199833490,BROOKLYN,.,.,.,85TH STREET 16TH AVE,BROOKLYN,.,NEW YORK,Intersection,85TH STREET AND 16TH AVE
199927530,BROOKLYN,.,.,.,I O AVENUE K EAST 37TH STREE,BROOKLYN,.,NEW YORK,Insufficient Information,AVENUE K EAST 37TH STREE
199990405,BROOKLYN,5893,13,7101,5 AVENUE,BROOKLYN,11209,NEW YORK,Full Address,7101 5 AVENUE
200448261,BRONX,.,.,.,WATSON AVE MANOR AVE,BRONX,.,NEW YORK,Intersection,WATSON AVE AND MANOR AVE
201339133,BROOKLYN,2433,24,240,SOUTH 3 STREET,BROOKLYN,11211,NEW YORK,Full Address,240 SOUTH 3 STREET
201339243,BROOKLYN,2461,13,.,RODNEY PARK CENTER,BROOKLYN,11211,NEW YORK,Insufficient Information,RODNEY PARK CENTER
203348063,BROOKLYN,.,.,.,55 ST 4 AVE,BROOKLYN,.,NEW YORK,Intersection,55 ST AND 4 AVE
206161340,QUEENS,.,.,.,QUEENS MIDTOWN EXPWY 69 STRE,QUEENS,.,NEW YORK,Insufficient Information,QUEENS MIDTOWN EXPWY 69 STRE
