Ticket_Number,O_Violation_Location_Borough,O_Violation_Location_Block_No.,O_Violation_Location_Lot_No,O_Violation_Location_House_No.,O_Violation_Location_Street_Name,O_Violation_Location_City,O_Violation_Location_Zip_Code,O_Violation_Location_State_Name,Category (Gemini),Revised_Address (Gemini),Updated_Address,Ticket used,,,,,,,,,,,,,
201614528,BROOKLYN,.,.,.,NEWPORT VAN SINDERIN,BROOKLYN,.,NEW YORK,Insufficient Information,NEWPORT VAN SINDERIN,Van Sinderen Ave & New Lots Ave,FALSE,,,,,,,,,,,,,
211757215,MANHATTAN,.,.,.,VESTRY HUDSON ST,NEW YORK,.,NEW YORK,Insufficient Information,VESTRY HUDSON ST,Hudson St & Vestry St,FALSE,,,,,,,,,,,,,
200333266,BRONX,.,.,.,ROSEDALE AVENUE BRUCKNER BOU,BRONX,.,NEW YORK,Insufficient Information,ROSEDALE AVENUE BRUCKNER BOU,Rosedale Ave & Bruckner Blvd,FALSE,,,,,,,,,,,,,
200185691,BROOKLYN,.,.,.,AVE U OCEAN AVENUE,BROOKLYN,.,NEW YORK,Insufficient Information,AVE U OCEAN AVENUE,Avenue U & Ocean Ave,FALSE,,,,,,,,,,,,,
200672221,BRONX,.,.,.,EB WESTCHESTER SIMPSON ST,BRONX,.,NEW YORK,Insufficient Information,WESTCHESTER SIMPSON ST,Simpson St & Westchester Ave,FALSE,,,,,,,,,,,,,
201014752,BRONX,.,.,.,MORRIS PARK AVENUE UNION POR,BRONX,.,NEW YORK,Insufficient Information,MORRIS PARK AVENUE UNION POR,Unionport Rd & Morris Park Ave,FALSE,,,,,,,,,,,,,
196664528,BRONX,.,.,.,BRONXDALE AVENUE SACKETT,BRONX,.,NEW YORK,Insufficient Information,BRONXDALE AVENUE SACKETT,Bronxdale Ave & Sacket Ave,FALSE,,,,,,,,,,,,,
197775380,MANHATTAN,.,.,.,E HOUSTON BOWERY,NEW YORK,.,NEW YORK,Insufficient Information,E HOUSTON BOWERY,E Houston St & Bowery,FALSE,,,,,,,,,,,,,
198482855,MANHATTAN,.,.,.,AMSTERDAM AVENUE WEST 65 ST,NEW YORK,.,NEW YORK,Insufficient Information,AMSTERDAM AVENUE WEST 65 ST,W 65th St & Amsterdam Ave,FALSE,,,,,,,,,,,,,
199817411,BROOKLYN,.,.,.,OCEAN AVENUE N E CORNER AVEN,BROOKLYN,.,NEW YORK,Insufficient Information,OCEAN AVENUE N E CORNER AVEN,Avenue N & Ocean Avenue,FALSE,,,,,,,,,,,,,
214582592,.,.,.,.,.,.,.,.,Insufficient Information,Not enough information to decipher,15 River St,TRUE,,,,,,,,,,,,,
209599015,NOT NYC,.,.,.,F O 590 8TH AVE,.,.,NEW YORK,Insufficient Information,F O 590 8TH AVE,590 8th Ave,FALSE,,,,,,,,,,,,,
214582895,.,.,.,.,.,.,.,.,Insufficient Information,Not enough information to decipher,15 River St,TRUE,,,,,,,,,,,,,
199825111,BROOKLYN,.,.,.,C O AVE J E 53 ST,BROOKLYN,.,NEW YORK,Insufficient Information,AVE J E 53 ST,Avenue J & E 53rd St,FALSE,,,,,,,,,,,,,
201220342,BROOKLYN,.,.,.,HALSEY WILSON AVE,BROOKLYN,.,NEW YORK,Insufficient Information,HALSEY WILSON AVE,Wilson Ave & Halsey St,FALSE,,,,,,,,,,,,,
201169293,BROOKLYN,.,.,.,E B ATLANTIC AVENUE WASHINGT,BROOKLYN,.,NEW YORK,Insufficient Information,ATLANTIC AVENUE WASHINGT,Atlantic Ave & Washington Ave,FALSE,,,,,,,,,,,,,
200659663,BRONX,.,.,.,N W C W BURNSIDE OSBORN,BRONX,.,NEW YORK,Insufficient Information,N W C W BURNSIDE OSBORN,W Burnside Ave & Osborne Pl,FALSE,,,,,,,,,,,,,
200069513,BROOKLYN,.,.,.,I O AVE C OCEAN PKWY,BROOKLYN,.,NEW YORK,Insufficient Information,AVE C OCEAN PKWY,Ocean Pkwy & Avenue C,FALSE,,,,,,,,,,,,,
200936790,BRONX,.,.,.,COUNTRY CLUB KENNELWORTH,BRONX,.,NEW YORK,Insufficient Information,COUNTRY CLUB KENNELWORTH,Country Club Rd & Kennellworth Pl,FALSE,,,,,,,,,,,,,
196611086,BROOKLYN,.,.,.,I O 4TH AVENUE 5TH STREET,BROOKLYN,.,NEW YORK,Insufficient Information,4TH AVENUE 5TH STREET,4th Ave & 5th St,FALSE,,,,,,,,,,,,,
204698414,MANHATTAN,.,.,.,I O 2ND AVENUE EAST 77 STREE,NEW YORK,.,NEW YORK,Insufficient Information,2ND AVENUE EAST 77 STREE,2nd Ave & E 77th St,FALSE,,,,,,,,,,,,,
197815357,MANHATTAN,.,.,.,CANAL ALLEN ST,NEW YORK,.,NEW YORK,Insufficient Information,CANAL ALLEN ST,Canal St & Allen St,FALSE,,,,,,,,,,,,,
199369280,QUEENS,.,.,.,N W CORNER ROCKAWA 134 ST,QUEENS,.,NEW YORK,Insufficient Information,N W CORNER ROCKAWA 134 ST,Rockaway Blvd & 134th St,TRUE,,,,,,,,,,,,,
201569491,.,.,.,.,.,.,.,.,Insufficient Information,Not enough information to decipher,Stuyvesant Ave & Gates Ave,TRUE,,,,,,,,,,,,,
209599042,MANHATTAN,.,.,.,.,NEW YORK,.,NEW YORK,Insufficient Information,Not enough information to decipher,40th St & 8th Ave,TRUE,,,,,,,,,,,,,
203309417,BROOKLYN,.,.,.,.,BROOKLYN,.,NEW YORK,Insufficient Information,Not enough information to decipher,.,TRUE,,,,,,,,,,,,,
203315503,MANHATTAN,.,.,.,39TH 8TH AVE,NEW YORK,.,NEW YORK,Insufficient Information,39TH 8TH AVE,8th Ave & 39th St,FALSE,,,,,,,,,,,,,
214582217,BROOKLYN,.,.,.,C O WHYTHE E WILLIAMSBURG ST,BROOKLYN,.,NEW YORK,Insufficient Information,WHYTHE E WILLIAMSBURG ST,Williamsburg St W & Wythe Ave,FALSE,,,,,,,,,,,,,
199078651,QUEENS,.,.,.,LITTLE NECK PKY NASSAU BLV,QUEENS,.,NEW YORK,Insufficient Information,LITTLE NECK PKY NASSAU BLV,Little Neck Pkwy & Nassau Blvd,FALSE,,,,,,,,,,,,,
199155184,QUEENS,.,.,.,24 AVENUE 33 STREET,QUEENS,.,NEW YORK,Insufficient Information,24 AVENUE 33 STREET,24th Ave & 33rd St,FALSE,,,,,,,,,,,,,
199743290,BROOKLYN,.,.,.,AVE L E 12 ST,BROOKLYN,.,NEW YORK,Insufficient Information,AVE L E 12 ST,E 12th St & Avenue L,FALSE,,,,,,,,,,,,,
200139437,BROOKLYN,.,.,.,CATON AVENUE E 2ND STREET,BROOKLYN,.,NEW YORK,Insufficient Information,CATON AVENUE E 2ND STREET,E 2nd St & Caton Ave,FALSE,,,,,,,,,,,,,
200187846,BROOKLYN,.,.,.,I O AVENUE U WEST 12 STREET,BROOKLYN,.,NEW YORK,Insufficient Information,AVENUE U WEST 12 STREET,Avenue U & W 12th St,FALSE,,,,,,,,,,,,,
202865805,QUEENS,.,.,.,GREENWAY SOUTH ASCAN AVE,QUEENS,.,NEW YORK,Insufficient Information,GREENWAY SOUTH ASCAN AVE,Greenway S & Ascan Ave,FALSE,,,,,,,,,,,,,
206201490,MANHATTAN,.,.,.,AVENUE OF AMERICAS W 48 ST,NEW YORK,.,NEW YORK,Insufficient Information,AVENUE OF AMERICAS W 48 ST,6th Ave & W 48th St,FALSE,,,,,,,,,,,,,
207822524,QUEENS,.,.,.,57 AVENUE JUNCTION BLVD,QUEENS,.,NEW YORK,Insufficient Information,57 AVENUE JUNCTION BLVD,57th Ave & Junction Blvd,FALSE,,,,,,,,,,,,,
207827510,QUEENS,.,.,.,GRAND AVENUE 80 STREET,QUEENS,.,NEW YORK,Insufficient Information,GRAND AVENUE 80 STREET,80th St & Grand Ave,FALSE,,,,,,,,,,,,,
211741650,MANHATTAN,.,.,.,WEST 110TH BROADWAY,NEW YORK,.,NEW YORK,Insufficient Information,WEST 110TH BROADWAY,Broadway & W 110th St,FALSE,,,,,,,,,,,,,
211741678,NOT NYC,.,.,.,.,.,.,.,Insufficient Information,Not enough information to decipher,.,TRUE,,,,,,,,,,,,,
211743685,NOT NYC,.,.,.,47 6TH AVE,.,.,.,Insufficient Information,47 6TH AVE,6th Ave & W 47th St,FALSE,,,,,,,,,,,,,
211747360,NOT NYC,.,.,.,WEST 35TH BROADWAY,.,.,.,Insufficient Information,WEST 35TH BROADWAY,Broadway & W 35th St,FALSE,,,,,,,,,,,,,
211917833,MANHATTAN,.,.,.,S W CORNER OF W 37 2 AVE,NEW YORK,.,NEW YORK,Insufficient Information,S W CORNER OF W 37 2 AVE,2nd Ave & 37th St,FALSE,,,,,,,,,,,,,
211991322,MANHATTAN,.,.,.,PINEHURST AVENUE WEST 183 ST,NEW YORK,.,NEW YORK,Insufficient Information,PINEHURST AVENUE WEST 183 ST,Pinehurst Ave & W 183rd St,FALSE,,,,,,,,,,,,,
212092000,BRONX,.,.,.,CROTON PARK N ARTHUR AVE,BRONX,.,NEW YORK,Insufficient Information,CROTON PARK N ARTHUR AVE,Crotona Park North & Arthur Ave,FALSE,,,,,,,,,,,,,
214611412,BROOKLYN,.,.,.,I O CHAUNCEY BAINBRIDGE ST,BROOKLYN,.,NEW YORK,Insufficient Information,CHAUNCEY BAINBRIDGE ST,Broadway & Chauncey St,FALSE,,,,,,,,,,,,,
211742484,NOT NYC,.,.,.,I O E 42ND 5TH AVE,.,.,.,Insufficient Information,E 42ND 5TH AVE,5th Ave & E 42nd St,FALSE,,,,,,,,,,,,,
211742668,MANHATTAN,.,.,.,45TH 6TH AVE,NEW YORK,.,NEW YORK,Insufficient Information,45TH 6TH AVE,6th Ave & W 45th St,FALSE,,,,,,,,,,,,,
211747746,MANHATTAN,.,.,.,N W W 32 6TH AVE,NEW YORK,.,NEW YORK,Insufficient Information,N W W 32 6TH AVE,6th Ave & W 32nd St,FALSE,,,,,,,,,,,,,
197880430,MANHATTAN,.,.,.,GRAND CHRYSTIE STS,NEW YORK,.,NEW YORK,Insufficient Information,GRAND CHRYSTIE STS,Grand St & Chrystie St,FALSE,,,,,,,,,,,,,
202968600,.,.,.,.,.,.,.,.,Insufficient Information,Not enough information to decipher,615 8th St NE,TRUE,,,,,,,,,,,,,
203314513,BROOKLYN,.,.,.,W B EAST NEW YORK N B NEW YO,BROOKLYN,.,NEW YORK,Insufficient Information,EAST NEW YORK N B NEW YO,E New York Ave & New York Ave,TRUE,,,,,,,,,,,,,
211648609,BROOKLYN,.,.,.,7TH AVENUE IO 52 STREET,BROOKLYN,.,NEW YORK,Insufficient Information,7TH AVENUE IO 52 STREET,7th Ave & W 52nd St,FALSE,,,,,,,,,,,,,
209591398,MANHATTAN,.,.,.,CORNER 39TH 9TH AVENUE,NEW YORK,.,NEW YORK,Insufficient Information,39TH 9TH AVENUE,9th Ave & W 39th St,FALSE,,,,,,,,,,,,,
